id,Org_1,Org_2,Org_4,Org_8,Org_12,Org_13,Org_14,Org_15,Org_16,Org_19,Org_20,Org_22,Org_23,Org_24,Org_29,Org_32,Org_34,Org_37,Org_38,Org_39,Org_40,Org_44,Org_45,Org_48,Org_50,Org_51,Org_52,Org_55,Org_56,Org_58,Org_59,Org_60
2706,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,1,1,3,3,1,2,3,3,3,2,2,1
2709,2,3,1,2,2,2,2,2,2,1,1,1,1,2,3,1,2,2,1,1,2,2,3,2,2,1,2,3,3,2,1,2
2710,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,3,2,1,1,2,3,2,2,2,1,2,2,2,3,2,3,1
2712,1,1,1,3,2,2,2,2,2,2,1,2,1,2,2,3,2,1,2,3,2,2,3,1,2,1,3,3,2,2,1,1
2713,1,1,1,2,2,2,2,3,1,2,1,2,1,3,2,2,2,2,2,2,3,2,3,3,1,1,3,2,3,3,2,1
2715,3,1,1,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,2,2,3,1
2716,2,1,1,2,3,2,1,3,2,2,1,2,2,2,2,1,2,1,2,2,2,2,3,2,3,1,2,3,2,2,3,1
2717,2,2,2,1,2,2,2,2,3,2,1,2,1,1,2,1,3,1,2,2,1,2,2,2,3,2,2,2,3,2,3,1
2719,2,2,1,2,2,3,3,3,2,2,1,2,2,3,2,1,2,2,1,1,3,2,3,2,2,1,2,3,3,3,1,1
2720,2,2,1,2,2,2,3,2,3,1,2,1,2,3,2,1,3,2,1,2,2,2,2,1,2,1,2,2,3,2,1,1
2721,2,2,2,2,2,3,2,2,3,1,2,1,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,3,2,3,1
2722,1,1,2,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,3,2,3,2,1,1,3,3,3,2,1,1
2723,3,1,1,3,2,2,2,2,3,3,2,2,2,3,2,1,2,2,1,2,2,2,3,2,1,2,3,3,2,3,1,1
2725,2,1,1,3,1,3,1,2,3,1,1,1,2,3,2,3,2,3,1,2,3,2,3,3,2,2,2,2,3,2,2,1
2727,2,2,2,3,3,2,2,3,2,2,2,2,2,1,2,1,2,2,1,2,1,2,3,2,1,1,3,3,2,3,1,1
2728,2,1,1,2,3,1,1,3,2,3,1,3,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,2,1
2729,2,1,1,2,2,2,1,3,1,2,1,2,2,2,2,2,2,1,1,2,2,2,3,1,2,2,2,3,3,3,1,1
2730,2,1,1,3,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,3,2,1,2,3,3,2,3,1,1
2731,2,2,1,3,2,3,2,2,3,2,2,1,2,3,2,1,2,2,1,2,1,2,3,2,1,2,2,3,2,2,1,1
2732,2,1,2,2,2,2,2,3,3,1,2,2,1,3,2,2,1,2,1,2,2,3,3,1,1,2,1,3,2,2,1,1
2733,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,3,3,3,3,2,3,2,1
2734,2,2,1,3,3,2,3,3,3,3,1,2,2,2,2,1,2,2,2,2,1,1,3,2,1,2,3,3,2,3,1,1
2736,1,2,2,3,2,2,3,2,3,2,1,2,2,2,2,1,2,2,1,2,3,2,2,3,1,1,3,2,3,2,1,1
2737,1,2,2,3,1,2,1,3,1,2,2,2,1,2,2,1,2,2,1,2,2,3,3,2,1,1,3,3,3,2,1,1
2738,1,1,1,3,2,2,1,3,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,3,2,3,3,2,3,2,2
2740,2,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,1,1,2,3,2,2,3,1
2741,1,1,2,2,1,2,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,3,3,1
2742,2,2,1,3,2,2,2,3,2,2,2,1,3,1,2,2,2,3,2,2,2,2,3,3,1,1,2,3,2,3,2,1
2743,2,2,2,3,2,1,1,1,3,3,1,2,2,2,2,1,1,2,1,2,3,2,2,2,1,1,2,3,3,3,1,1
2744,1,1,2,2,1,3,1,2,3,2,1,1,1,2,3,2,2,3,1,2,3,2,3,1,2,2,2,3,2,3,3,1
2745,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3,1,2,2,2,3,2,1,1,2,3,3,3,1,1
2746,1,1,2,3,3,2,2,3,1,1,1,1,2,2,2,1,2,2,2,1,2,1,3,2,2,2,3,2,2,3,2,1
2748,1,2,1,3,2,2,1,3,2,2,1,2,2,2,2,1,1,1,2,1,3,1,3,2,2,2,2,2,2,3,3,1
2749,1,2,2,3,1,2,2,2,3,2,1,2,2,2,1,1,2,2,1,1,1,2,3,2,3,3,3,1,3,2,2,1
2750,2,2,2,2,2,2,3,3,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,3,3,1,3,2,1
2751,1,1,2,3,1,2,2,2,3,2,1,1,2,2,2,1,2,2,1,2,3,2,2,2,1,1,2,2,2,2,1,1
2752,1,1,1,3,2,2,1,3,3,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,1,2,3,3,2,3,2,1
2753,2,2,2,3,1,2,2,3,2,2,1,2,2,2,2,2,3,2,1,1,3,2,3,2,2,2,2,3,3,3,2,1
2754,1,1,2,3,2,3,2,2,3,3,1,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,3,3,2
2756,2,2,2,2,1,2,3,1,3,2,2,2,2,2,2,1,2,2,1,2,3,2,3,2,1,1,2,2,3,3,1,1
2757,1,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2,2,1,2
2758,2,2,2,2,2,1,2,1,3,3,1,3,2,3,2,1,2,2,2,1,2,2,3,2,2,2,2,3,3,2,2,2
2759,1,2,2,2,2,2,2,3,2,1,2,3,2,3,2,1,2,2,1,3,3,3,2,2,1,1,2,2,2,2,1,1
2760,2,1,1,3,2,2,2,3,2,2,1,2,2,2,3,1,2,1,1,2,1,1,3,2,1,1,3,3,3,3,1,1
2761,2,1,2,2,1,2,1,1,3,2,1,1,2,3,2,1,2,3,1,2,2,2,3,3,2,2,2,2,3,2,1,1
2762,1,1,2,2,1,2,2,2,2,1,1,3,1,2,2,2,2,2,2,1,2,1,2,3,2,2,3,1,3,3,3,2
2763,2,1,2,2,2,2,2,1,3,1,2,2,2,3,2,1,2,2,1,3,3,2,2,2,1,1,2,2,3,2,1,1
2764,1,1,2,3,2,2,1,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,3,3,3,3,1,1
2765,2,2,2,3,1,2,1,3,2,3,2,2,1,2,2,1,2,2,1,2,2,2,3,3,1,1,3,3,2,3,1,2
2766,1,1,2,2,2,2,1,3,3,3,2,3,2,2,2,2,1,2,1,2,2,2,3,2,1,2,3,2,3,3,1,1
2767,2,2,2,1,2,3,1,1,3,2,3,2,2,2,2,1,3,3,2,2,2,2,2,2,1,1,2,2,3,2,1,1
2770,1,2,2,3,2,3,1,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1,1,2,3,3,2,1,1
2771,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,1,1,3,2,3,3,2,1
2772,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,1,2,1,2,3,2,3,3,1,1,2,2,2,3,1,1
2773,2,2,2,2,2,3,2,3,1,1,2,3,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,3,1,2,2,2
2775,1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,3,2,3,2,2,3,2,3,3,1
2776,2,2,2,3,2,2,1,3,3,3,2,2,1,2,2,1,1,1,1,1,2,2,2,2,3,3,3,3,1,2,3,1
2779,2,2,1,3,2,2,2,3,2,3,2,2,2,2,2,1,1,2,2,2,3,3,3,2,1,1,2,3,2,3,1,1
2781,2,2,2,3,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,3,1,3,2,2,2,3,3,2,2,3,1
2782,1,3,2,3,1,2,3,2,3,2,1,1,2,2,2,3,2,2,1,1,2,3,2,2,2,2,2,3,3,2,1,2
2784,1,1,2,1,1,2,2,2,2,1,2,2,1,3,3,3,2,2,1,2,2,3,3,1,2,2,2,1,3,2,3,2
2785,1,2,2,2,1,2,2,3,2,2,2,1,2,1,2,2,2,1,2,2,2,2,3,1,2,3,2,1,3,2,3,1
2786,2,2,1,3,1,1,1,3,3,2,2,2,3,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,3,2,3,1
2787,3,3,1,3,3,2,2,2,2,3,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,3,3,3,3,1
2788,3,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,1,3,2,3,3,1,2
2790,1,1,2,3,1,2,2,2,3,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,3,3,2,2,2,2,3,1
2791,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,1,2,2,2,3,1,3,2,2,2,1,2,2,2,2,3
2792,2,2,2,1,1,2,3,3,2,2,2,2,2,2,3,1,1,2,2,2,2,1,3,2,2,2,1,2,3,3,3,1
2793,3,3,2,2,1,2,2,2,2,2,2,2,1,1,3,2,2,2,1,2,1,2,3,2,1,1,2,1,3,3,2,1
2794,2,1,2,2,2,2,2,3,2,1,2,2,1,2,3,1,2,2,1,2,2,1,3,2,2,1,3,3,2,3,2,1
2795,2,1,2,2,2,2,1,2,2,2,1,2,1,3,3,2,3,1,2,2,1,2,3,2,1,1,3,3,3,3,1,1
2796,1,2,1,2,3,2,2,3,2,2,1,2,2,2,3,2,1,2,1,2,2,1,3,2,1,1,3,3,3,3,1,1
2797,2,1,2,2,2,3,2,2,3,2,2,2,2,3,3,2,3,3,1,2,2,2,3,2,1,1,2,2,2,3,1,1
2798,2,1,1,3,3,2,2,2,2,3,2,1,1,2,2,2,1,2,1,3,2,1,2,2,3,3,1,3,3,2,3,1
2800,3,2,2,3,2,2,1,1,3,2,2,1,2,2,2,2,3,1,1,1,1,2,3,2,3,3,3,2,3,2,3,1
2803,1,1,1,2,2,2,1,2,1,1,2,2,1,2,3,2,2,2,1,2,3,2,3,2,1,1,3,1,2,3,1,2
2804,3,1,2,2,2,2,1,3,2,2,1,2,1,3,3,2,2,1,1,1,3,3,2,2,1,2,2,3,2,3,2,1
2805,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,3,2,3,3,3,1
2806,2,2,2,2,2,2,2,2,3,1,2,1,2,3,3,2,2,3,1,2,2,2,2,2,1,1,3,2,3,3,2,1
2807,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,3,3,3,2
2808,3,1,2,2,2,2,1,3,1,2,1,3,1,2,2,2,2,1,2,1,2,2,2,3,2,2,3,2,1,3,2,2
2810,1,1,1,2,1,2,2,3,3,1,1,2,2,1,2,2,2,2,1,1,2,2,3,3,1,1,2,2,3,2,1,2
2812,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,3,2,3,2,1,2,3,2,2,3,3,2
2813,2,2,2,2,2,2,2,3,2,2,1,1,2,2,3,3,2,1,1,2,2,2,3,2,2,2,3,2,2,3,3,1
2814,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,1,1,3,2,2,2,2,1,1,1,2,3,2,2,1,3
2816,3,1,2,2,2,2,3,3,3,1,2,2,2,2,2,2,2,3,1,1,3,2,2,2,1,1,2,2,3,2,1,1
2817,1,1,2,3,2,1,2,2,3,2,1,2,2,3,2,1,2,2,2,2,3,2,2,1,2,2,3,1,3,2,2,2
2818,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,1,1,1,3,1,2,2,1,3,2,2,2,3,3,1
2819,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,2,2,1,2,2,2,3,2,1,2
2820,3,1,2,2,1,2,2,2,3,2,2,2,3,3,2,2,2,2,1,2,3,1,3,2,1,1,3,2,3,3,1,2
2821,2,1,1,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,3,2,3,2,1,2,3,3,1,2,2,1
2822,1,1,1,3,2,2,1,1,2,2,2,2,2,3,2,2,2,3,1,2,2,2,3,2,1,1,3,2,2,2,2,2
2823,2,2,2,2,2,1,1,3,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,3,3,2,3,2,3,3,1
2824,2,1,1,2,1,3,1,3,2,2,1,2,3,2,2,2,2,1,1,1,2,2,2,2,1,2,3,2,2,3,3,2
2826,1,1,2,3,2,2,2,3,2,1,2,1,3,2,2,2,2,2,1,1,2,2,3,2,1,2,3,3,2,2,2,2
2827,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,1,2,3,1,3,3,2,2,2,1,1,2,2,3,3,1,2
2828,2,1,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,1,1,1,3,2,3,3,3,1
2829,2,1,2,3,1,2,2,3,2,1,2,1,1,2,2,2,2,2,1,2,3,2,3,2,2,1,1,2,3,2,3,1
2830,1,1,2,3,1,2,2,3,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,3,2,2,2,3,3,2
2831,2,1,2,2,1,2,2,2,3,2,2,1,3,3,2,2,2,2,1,2,3,2,3,2,1,1,3,2,2,3,1,2
2833,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,3,1,1,2,2,3,2,2,3,3,3,1
2834,2,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,2,2,3,2,1,2,3,2,2,3,2,2
2835,2,1,2,3,2,1,2,1,3,2,1,2,2,2,2,2,2,2,2,3,3,1,3,1,1,1,2,2,3,3,1,2
2836,2,2,2,2,3,3,1,2,2,3,2,2,2,2,2,2,3,1,1,1,2,2,3,2,1,1,3,3,2,3,2,1
2837,1,1,2,2,2,3,1,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,1,1,2,2,3,3,3,2
2838,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,3,2,3,2,1,2,3,2,2,3,3,1
2839,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,2,2,3,2,2,3,3,3,3,3,2
2840,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,1,1,2,2,3,2,2,1,3,3,3,3,2,1
2842,2,2,1,3,2,2,1,2,3,2,1,2,2,2,2,1,2,3,1,3,2,2,2,3,1,1,2,2,3,3,1,1
2843,3,2,1,2,2,2,1,2,3,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,3,3,3,1
2847,1,1,1,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,3,3,3,3,1,2
2848,3,2,2,2,2,2,1,3,3,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,3,3,1,1
2850,1,3,1,3,2,2,1,3,3,1,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,3,2,1
2852,2,1,2,2,2,2,3,1,3,2,2,2,2,2,2,2,3,3,1,2,2,2,2,3,1,1,2,1,3,2,1,1
2853,1,2,1,3,2,3,1,2,2,2,1,2,1,2,3,1,2,1,1,2,2,2,3,2,1,1,1,2,2,3,3,1
2854,2,2,1,2,2,2,2,3,2,3,2,2,2,1,3,2,2,1,1,1,2,2,3,2,3,2,3,3,3,3,3,2
2855,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,3,2,2,3,2,1,1,2,3,3,3,1,1
2856,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,1,2,1,1,2,2,1,2,2,3,2,2,2,3,3,3,2
2857,2,1,1,3,2,2,1,2,2,3,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,3,3,3,3,3,1
2858,2,2,2,3,2,3,1,2,2,2,1,3,1,2,2,2,2,2,2,2,2,1,3,1,1,2,2,3,3,2,3,2
2859,3,2,1,2,2,2,2,1,3,3,1,2,2,2,2,2,1,1,2,1,2,2,3,2,2,1,1,2,3,1,2,2
2861,1,1,2,2,3,2,1,2,3,2,2,2,2,2,3,1,2,1,1,2,2,2,2,2,2,1,2,1,3,3,3,2
2862,2,1,1,3,2,2,1,1,3,3,2,2,2,1,2,1,3,1,1,2,1,2,3,3,2,2,2,2,3,2,3,1
2863,1,2,2,2,1,2,2,2,3,1,2,2,2,2,3,1,2,1,1,1,2,1,3,2,2,2,2,3,3,3,3,1
2864,1,1,2,2,1,1,3,2,2,2,2,1,2,2,2,1,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2
2865,1,1,2,2,1,2,1,2,3,1,2,2,2,3,2,2,2,2,1,1,2,3,2,2,2,2,2,3,3,3,3,1
2866,2,1,2,2,2,2,2,1,2,1,3,1,3,3,2,3,2,3,1,2,3,3,3,2,1,1,2,2,2,2,1,2
2868,2,2,2,2,2,2,2,3,2,3,1,1,2,2,2,2,1,1,1,1,2,1,2,3,2,2,3,3,3,3,3,1
2869,2,1,1,3,1,2,1,1,3,1,1,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,2,3,3,3,2
2872,3,2,1,3,2,2,1,3,2,3,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,3,3,2,2,3,3
2873,1,2,2,2,3,2,3,2,3,1,2,3,1,2,2,2,2,3,1,1,2,2,3,2,2,2,3,3,3,2,2,1
2875,1,2,2,1,1,3,2,3,3,3,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,3,3,3,3,3,3,1
2877,2,1,2,2,1,3,2,3,3,2,2,2,2,1,2,1,1,2,1,2,2,1,3,2,2,1,2,3,3,3,3,2
2878,1,1,2,2,1,3,2,3,3,2,1,2,2,2,1,1,2,2,1,1,2,2,3,2,2,3,2,3,3,2,3,2
2879,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2,3,2,2,2,3,1
2880,3,2,1,3,2,3,2,3,3,2,2,2,2,2,2,1,2,1,1,2,2,2,3,2,1,2,3,3,3,2,3,1
2881,2,2,1,1,1,1,2,3,3,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,3,3,1
2882,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,1,2,3,2,2,2,1,3,2,3,3,2,3,3,3,3,2
2883,3,1,1,2,2,2,1,2,3,3,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,3,2
2884,1,1,2,2,1,2,3,2,3,3,1,2,2,2,2,1,2,1,1,2,2,2,3,2,3,3,2,3,2,2,3,2
2885,2,1,1,3,3,2,1,2,2,2,1,2,1,2,2,1,1,2,2,3,3,2,3,2,1,1,3,3,2,3,2,3
2887,3,2,1,2,1,3,2,3,1,2,2,2,1,2,2,1,1,2,2,2,2,1,3,2,2,3,2,3,2,2,3,1
2888,1,2,1,2,2,2,1,3,2,2,1,1,1,2,2,2,1,2,2,3,2,2,3,2,1,1,3,3,2,3,1,2
2889,1,2,1,3,2,3,2,2,3,2,1,1,2,2,3,1,2,1,1,1,2,3,2,2,2,2,2,2,3,2,3,1
2890,1,1,1,2,1,3,1,3,3,2,1,3,2,2,2,1,1,2,1,1,2,2,3,2,3,3,2,3,3,3,3,1
2892,2,2,2,2,1,2,1,3,3,3,2,2,1,2,2,2,2,2,1,1,2,1,3,2,2,2,2,3,3,2,3,3
2894,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,1,2,2,1,1,2,2,3,2,2,3,1,3,3,1,3,1
2895,1,3,2,2,2,3,3,1,3,2,2,1,3,2,2,1,2,2,1,1,2,1,2,2,2,3,2,2,3,3,3,1
2897,1,2,1,2,1,3,2,2,3,2,1,3,1,2,1,2,2,2,1,1,2,2,3,1,2,2,3,3,3,2,2,2
2899,2,2,2,2,1,3,2,1,2,2,3,3,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2
2901,2,2,2,2,1,3,2,3,3,2,1,2,1,2,2,2,1,2,2,2,2,2,3,2,1,1,3,2,3,3,1,1
2902,2,2,1,3,3,3,2,2,3,3,1,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,3,3,2,3,1
2903,2,2,1,2,1,2,2,3,2,2,1,2,1,2,2,2,1,3,1,2,2,2,3,2,1,1,3,3,2,3,1,1
2904,2,2,2,3,3,1,1,3,3,2,2,2,1,2,2,1,2,3,1,2,3,1,2,2,1,1,2,3,3,3,1,2
2905,1,2,1,2,1,3,3,2,2,2,1,2,1,2,2,3,2,3,1,1,1,2,3,1,1,2,2,2,2,2,2,1
2907,3,2,1,2,2,2,2,3,2,3,1,2,1,2,2,1,1,2,1,1,2,2,3,3,2,2,2,3,2,2,3,1
2909,2,2,2,1,1,3,2,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,2,1,3,3,2,3,3,3,3,1
2910,1,1,2,2,2,3,2,2,3,2,1,1,1,2,2,2,1,2,1,2,3,2,3,1,2,3,2,3,3,2,3,1
2911,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,1,2,3,1,2,2,2,1,2,2,2,2,2,1,2,1,2
2912,2,1,1,2,3,2,1,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,1
2913,2,2,2,2,1,2,2,3,2,1,1,1,1,1,1,2,2,1,3,2,2,3,3,1,3,3,2,3,3,3,2,2
2914,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,1,2,3,1,2,2,2,2,2,2,2,1,2,3,2,1
2915,2,1,2,1,1,2,2,1,3,2,1,1,2,2,2,3,1,2,1,1,2,2,2,2,2,2,2,2,3,3,3,1
2916,3,1,1,2,1,1,2,3,3,3,1,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,3,3,1,2
2917,2,1,1,2,2,2,2,3,3,2,1,2,1,3,2,1,2,2,1,3,2,2,2,2,2,2,2,2,3,2,2,1
2918,2,2,1,2,1,2,1,3,3,2,1,2,1,1,1,2,2,1,2,1,2,2,3,1,2,3,2,3,3,3,2,2
2919,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,2,2,3,3,2,2,3,3,3,1
2920,2,2,1,2,1,2,2,2,3,2,1,2,1,3,1,2,2,2,1,2,2,2,3,1,2,2,3,3,2,3,3,2
2921,2,1,2,2,1,2,2,3,3,2,1,2,2,2,2,2,2,2,1,2,1,1,3,2,2,3,2,3,3,3,3,1
2922,2,3,2,2,2,1,1,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,3,1,1,2,2,3,1,1,1
2924,2,1,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,3,1,2,2,2,3,2,1,1,2,3,3,3,2,2
2925,2,2,2,2,2,1,2,2,3,3,1,3,1,3,2,2,2,2,1,3,2,1,3,2,1,1,2,2,3,3,2,2
2926,2,2,2,2,1,1,2,2,2,3,1,2,2,2,3,1,2,2,1,1,2,2,3,2,2,3,3,3,3,2,3,1
2928,2,2,2,2,1,2,2,2,3,1,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2
2930,2,2,2,2,2,1,2,2,3,2,1,2,2,3,2,2,2,2,1,3,2,2,3,2,2,2,2,2,3,3,1,1
2931,2,2,1,1,1,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2
2933,2,2,1,2,2,1,2,2,3,2,2,3,2,3,2,2,2,2,1,1,2,1,3,2,1,2,3,3,3,2,3,1
2934,2,3,2,2,1,2,3,3,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,3,2,2
2937,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,3,3,3,2,1
2938,3,2,2,3,2,2,1,1,3,2,1,2,2,2,2,2,3,2,1,1,2,1,3,2,2,2,2,2,3,2,2,1
2940,2,2,1,2,2,2,2,2,2,2,2,3,1,3,2,1,3,2,1,1,3,2,3,2,1,2,2,3,3,2,2,1
2941,2,2,1,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,1,1,3,2,3,2,2,2,3,2,3,2,2,1
2942,2,1,1,2,1,2,1,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,3,2,3,2,1
2943,1,2,2,3,2,2,2,2,3,1,3,2,3,2,2,1,2,2,1,2,3,2,2,2,1,2,2,2,3,3,1,1
2944,2,2,1,3,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,3,2,2,2,2,2,3,2,3,2,3,1
2945,1,2,1,1,2,3,1,2,2,1,1,2,2,2,1,3,3,3,1,1,3,2,3,2,1,1,2,2,3,3,2,1
2946,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,3,2,3,2,2,1,3,2,3,3,1,1
2947,2,2,1,3,2,2,2,2,2,2,1,2,1,1,3,1,2,2,1,2,2,2,3,2,2,2,2,3,3,3,2,2
2950,1,1,1,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,3,2,3,3,1
2951,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,3,2,1,1,2,2,3,2,1,1,3,2,3,2,1,2
2952,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,1
2953,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2,3,1,2,3,2,2,2,1,2,2,3,3,3,2,1
2954,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,3,2,1,1,3,2,3,3,1,1
2957,1,1,1,3,2,2,2,2,3,1,2,2,2,2,3,1,2,1,1,2,3,2,2,1,1,1,2,3,2,3,1,2
2959,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,2,3,2,3,2,1,2,3,2,3,3,2,1
2960,2,1,1,2,2,2,2,2,3,1,1,2,1,2,2,1,3,1,1,2,3,2,2,2,2,2,1,2,3,2,3,1
2963,2,2,1,2,2,2,2,1,3,2,2,1,2,2,2,1,2,2,1,2,3,2,3,3,1,1,3,2,3,3,1,1
2964,2,2,1,2,2,2,2,2,3,2,3,2,1,2,2,1,2,1,1,2,2,3,2,2,3,3,2,2,3,2,3,2
2965,2,2,1,3,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3
2966,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,3,1,1,3,2,3,2,1,2,2,2,3,1,2,1
2967,2,1,1,3,2,3,3,2,2,2,2,2,1,3,3,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2
2968,2,2,1,2,2,2,1,2,2,3,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,3,3,3,3,1,2
2969,1,1,1,2,2,2,2,2,2,2,1,2,2,1,3,2,2,1,1,2,2,2,2,2,3,3,1,3,3,3,3,1
2970,3,2,1,2,2,3,2,1,3,3,1,3,1,2,2,3,2,1,2,2,2,2,3,1,1,2,2,3,3,3,2,1
2971,1,1,1,3,2,2,2,1,3,2,1,3,1,3,2,1,2,2,2,2,2,2,2,1,2,2,3,3,3,3,1,1
2976,2,1,2,2,2,2,1,2,2,3,2,2,2,2,3,1,2,1,1,1,2,2,3,2,1,1,3,3,2,3,1,1
