id,Org_1,Org_2,Org_4,Org_8,Org_12,Org_13,Org_14,Org_15,Org_16,Org_19,Org_20,Org_22,Org_23,Org_24,Org_29,Org_32,Org_34,Org_37,Org_38,Org_39,Org_40,Org_44,Org_45,Org_48,Org_50,Org_51,Org_52,Org_55,Org_56,Org_58,Org_59,Org_60
1067,2,2,1,2,2,2,2,2,3,1,2,3,2,2,3,1,2,1,1,2,2,2,3,2,1,1,3,2,3,3,1,2
1068,2,2,1,2,2,2,1,3,2,1,1,2,2,2,3,1,2,1,2,2,2,2,3,3,1,1,2,3,3,3,2,2
1070,1,2,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,1,2,3,3,3,1,2
1071,3,2,2,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,3,2,1,1,3,3,3,3,1,1
1072,1,1,1,2,2,2,2,3,3,2,2,2,1,2,3,2,1,1,1,2,2,2,3,2,2,2,2,3,3,2,3,2
1073,1,1,1,3,2,2,1,1,2,3,2,2,2,2,2,2,2,1,1,3,2,2,3,2,1,1,3,2,2,2,3,2
1074,1,1,2,3,2,3,2,3,3,1,2,3,2,3,2,3,2,2,1,3,2,2,2,2,1,1,2,3,2,2,1,2
1075,2,2,1,2,1,2,2,3,2,3,1,3,1,2,2,2,1,1,2,2,2,2,3,1,2,2,2,3,3,3,3,1
1077,2,2,1,3,2,2,2,3,2,3,2,2,2,2,2,1,2,1,2,2,2,2,3,1,1,1,3,3,3,3,1,2
1079,1,1,1,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,1,2,2,3,3,1,2
1080,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2,3,2,3,3,2,3,2,1,3,2
1081,1,2,1,2,2,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,3,1,2
1083,2,2,3,2,2,2,2,2,3,2,1,2,1,2,2,2,2,1,1,1,1,2,3,2,2,2,2,3,3,3,3,1
1084,3,2,1,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,1,2,2,1,3,3,1,2,3,3,2,3,3,1
1085,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,3,2,2,2,3,3,3,3,2,1
1086,3,2,1,2,2,2,1,2,3,2,1,2,2,2,2,2,2,1,2,1,1,1,3,2,1,1,3,3,3,3,3,2
1087,2,2,2,3,2,2,1,2,3,2,2,2,1,2,2,2,2,2,1,2,3,2,2,1,1,2,3,3,3,3,1,1
1088,2,2,1,2,2,2,1,2,3,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,3,3,2,1
1089,3,3,2,2,1,2,3,2,3,3,2,2,1,2,2,2,2,1,1,1,2,2,3,1,3,3,2,3,3,2,3,1
1090,2,2,1,2,2,1,1,3,2,2,1,2,3,2,2,1,3,1,2,2,2,2,3,2,2,2,3,2,3,3,3,1
1092,2,2,2,2,2,1,2,3,3,2,1,2,1,2,2,2,2,2,1,1,2,2,3,2,3,2,2,3,3,3,3,2
1093,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,1,1,1,2,3,2,2,2,2,3,3,3,3,2,1
1095,2,2,2,2,1,2,3,3,3,1,1,1,2,3,2,2,2,2,1,1,1,2,3,2,2,3,3,3,3,3,3,2
1098,2,3,2,2,1,2,2,3,2,2,1,2,2,2,2,1,3,1,1,2,2,2,3,2,2,2,3,3,2,3,3,1
1099,2,2,1,2,1,2,2,2,2,1,2,3,1,2,2,2,2,2,1,1,2,1,3,2,2,1,3,3,2,3,3,2
1100,1,1,1,2,3,3,2,2,2,2,2,2,2,3,3,2,2,2,1,1,2,2,3,2,2,1,1,2,3,3,2,2
1101,3,2,2,2,1,3,2,2,3,2,2,2,2,3,2,3,1,2,2,1,1,2,3,1,2,1,2,2,3,3,3,2
1102,1,2,1,3,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,3,3,2,2,2,3,2,2,2,1
1104,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,3,1,3,3,2,3,3,2,3,2
1105,2,1,1,2,1,2,1,1,2,3,2,1,2,2,2,1,2,2,1,2,3,2,3,2,3,3,1,1,3,1,3,1
1106,2,3,1,3,2,2,2,3,2,2,1,1,1,2,2,2,2,1,2,2,2,1,3,1,2,2,3,3,3,3,3,2
1107,1,2,1,3,2,2,1,2,2,2,1,2,1,2,2,3,2,1,1,3,2,3,2,2,2,2,3,3,2,2,3,1
1109,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,1,1,2,2,3,3,3,2,2,3,3,3,3,2
1110,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,3,2,1,1,3,3,3,3,1,1
1111,2,1,2,2,2,2,2,3,2,3,1,2,1,2,2,1,3,1,1,2,2,2,3,2,2,2,2,3,3,2,3,2
1112,3,2,2,1,2,3,3,2,3,2,2,2,1,3,2,3,2,2,1,1,2,3,3,2,2,2,1,1,3,3,2,1
1113,2,1,1,2,2,2,1,2,3,2,2,1,3,2,1,2,2,2,1,2,3,2,3,3,2,3,2,1,3,2,3,2
1115,2,2,1,1,2,2,2,3,3,1,1,2,2,3,1,1,1,1,2,3,2,2,3,2,2,2,2,3,3,3,1,1
1117,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,3,3,2,3,2,2,2,2,3,3,3,3,1
1118,1,1,2,2,2,2,2,2,3,3,1,1,1,2,2,2,3,2,1,2,2,2,3,2,3,3,3,3,3,3,3,2
1120,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,3,2,1,2,3,3,3,3,1,2
1121,2,1,1,2,3,1,2,2,2,3,1,2,2,2,3,1,2,2,1,1,1,1,3,2,2,2,3,3,3,3,3,2
1122,2,2,1,3,1,1,1,3,3,2,1,2,1,2,1,1,2,2,2,2,2,1,3,2,3,2,2,3,3,3,3,1
1123,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,3,2,3,2,3,3,3,3,2,1
1124,1,2,1,2,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,2,3,1,1
1125,3,1,1,3,2,2,2,1,3,3,1,2,2,2,3,2,2,3,1,2,2,2,3,2,2,2,2,2,3,3,2,2
1126,1,1,1,2,2,2,2,1,3,3,2,1,1,2,2,2,2,2,1,2,2,2,3,2,1,1,2,3,3,3,3,1
1128,1,1,1,3,2,2,2,2,3,2,2,1,1,2,2,1,2,2,1,1,2,2,3,2,1,1,3,3,3,3,2,1
1129,2,2,2,3,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,3,2,1,2,3,3,3,3,2,1
1130,2,1,1,3,2,2,1,3,2,3,1,2,1,2,2,2,2,1,1,2,2,2,3,2,1,1,3,3,3,3,2,1
1131,2,1,1,3,2,2,2,3,3,1,1,2,2,2,2,2,2,1,1,3,2,1,3,3,1,1,2,3,3,3,2,2
1132,3,1,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,2,2,3,1,1,2,2,3,3,3,1,1
1133,2,2,2,2,2,2,2,3,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,3,3,3,3,3,3,1
1134,1,1,1,3,2,2,2,2,3,2,1,1,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,3,2,3,1
1135,3,1,2,2,2,2,1,2,2,1,2,1,2,2,3,2,3,1,1,2,3,2,2,2,2,1,3,2,2,3,2,1
1136,2,2,2,2,1,2,2,1,2,1,3,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2
1137,2,2,1,3,2,2,2,3,2,2,1,1,2,3,3,1,3,2,1,2,3,2,3,2,1,2,2,3,3,3,2,1
1138,2,1,2,2,2,2,2,2,3,2,1,1,1,2,3,2,2,3,1,2,2,2,2,2,1,3,2,2,3,3,1,1
1139,3,3,2,2,1,2,2,3,2,3,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,3,3,2,3,3,2
1140,2,1,2,3,2,1,2,3,2,2,2,1,2,2,1,1,3,2,1,2,1,1,2,2,1,2,3,3,3,3,2,1
1141,1,1,2,3,2,2,2,2,3,1,1,1,2,2,3,2,2,2,1,1,1,2,3,2,3,3,2,2,3,1,3,1
1142,1,1,1,3,2,2,2,2,3,1,1,1,1,3,1,2,2,3,2,1,2,1,3,2,2,2,2,2,2,2,1,2
1143,2,2,1,3,3,2,1,3,2,3,2,1,2,3,2,1,2,2,1,2,2,2,2,2,1,2,3,3,2,3,2,2
1144,2,2,2,3,2,2,2,3,3,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,2
1145,2,1,2,2,2,2,2,2,3,2,2,1,2,2,3,1,2,1,1,1,2,1,2,2,1,1,3,3,3,3,1,1
1146,2,1,2,3,2,2,2,2,3,2,1,1,2,3,2,1,3,2,1,2,2,2,3,2,1,1,2,3,3,3,1,1
1147,3,1,2,3,2,2,2,3,3,2,2,1,2,3,2,2,2,3,1,2,2,2,3,2,1,2,2,2,2,3,1,1
1149,2,1,1,3,2,2,1,2,3,2,1,1,2,3,2,2,2,3,1,2,2,2,3,2,1,1,2,2,3,3,1,1
1150,1,1,1,2,2,2,2,2,2,1,1,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,3,3,2,2,1,1
1151,2,2,2,2,1,2,2,3,2,3,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,3,2,3,3,2
1152,2,1,1,2,1,1,2,2,2,3,1,1,2,2,3,2,2,2,2,2,1,2,2,2,3,3,2,2,3,3,3,2
1153,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,2,2,1,3,2,1,3,3,2,3,3,2,2,3,3,3,1
1154,1,2,1,3,1,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,3,3,2,1,1,3,2,3,3,2,2
1155,2,1,1,3,1,2,2,3,2,2,1,1,1,2,2,1,2,1,1,2,3,2,2,2,1,1,2,3,3,2,1,1
1156,3,2,1,2,3,2,1,3,2,2,1,2,2,2,2,1,2,1,2,1,2,2,3,2,2,2,2,3,3,3,3,1
1157,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,2,3,2,2,3,3,2,3,1
1158,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,3,2,1,2,1,3,3,2,1,1,3,3,3,2,1,2
1159,2,1,2,3,2,1,1,2,3,2,1,1,2,1,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2,1
1160,2,2,2,3,2,2,2,2,3,2,2,1,3,3,2,2,1,1,1,2,2,1,3,2,1,1,3,3,3,3,2,2
1161,1,1,2,2,2,2,2,2,3,1,2,2,2,3,2,2,3,3,2,2,2,3,3,2,2,1,3,1,3,1,1,1
1162,1,1,1,3,2,2,2,2,3,1,1,2,1,3,2,2,2,2,2,2,2,2,3,2,1,1,3,3,3,3,2,2
1163,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,3,3,2,2,2,3,3,2,3,3,2
1165,2,2,2,2,2,1,1,2,3,2,2,2,2,3,3,2,3,2,1,1,1,3,2,2,2,1,2,3,3,2,2,1
1167,2,1,1,2,2,1,2,2,3,2,1,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1
1168,3,1,2,3,2,1,2,1,3,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,1,1,2,3,3,3,1,1
1169,2,2,2,2,2,1,3,2,3,2,2,2,2,1,2,1,3,2,2,2,2,1,2,2,1,2,2,2,3,3,3,2
1170,2,1,2,2,2,1,2,3,2,2,1,2,2,3,3,1,1,1,1,1,2,3,2,2,1,2,2,3,3,3,3,1
1171,2,2,1,2,2,2,3,1,3,3,1,2,1,2,2,1,2,2,1,2,1,2,3,1,2,2,2,3,3,2,3,1
1172,2,2,2,2,1,1,3,3,3,1,2,2,1,2,2,2,2,1,2,1,2,3,1,2,2,2,3,3,2,3,3,2
1173,3,1,1,1,2,2,2,3,2,2,1,2,1,3,2,2,1,2,1,2,2,2,3,2,1,2,2,3,2,3,3,1
1175,2,1,1,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,1,2,3,2,2,1,2,1,2,2,2,2,1,2
1177,2,1,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2
1178,2,2,1,3,2,2,1,2,2,3,2,2,2,2,1,2,1,2,1,3,3,2,3,2,1,2,3,3,3,3,2,1
1179,3,1,1,2,1,2,2,2,2,3,1,2,2,2,3,1,2,2,1,3,2,2,3,1,2,1,3,3,3,3,2,1
1181,2,2,3,3,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,3,3,3,1,1
1184,1,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,3,3,3,3,3,2
1185,2,2,1,2,2,3,2,3,3,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,3,3,3,2,3,1
1187,2,2,1,2,1,3,3,2,2,2,1,2,2,3,1,3,2,2,1,2,2,2,3,2,2,2,2,2,3,2,3,1
1188,2,2,1,2,2,3,1,3,3,2,1,2,2,2,2,2,1,2,1,2,2,2,3,2,1,1,3,2,3,2,1,2
1189,1,2,1,2,1,3,2,2,3,2,1,3,2,2,2,1,1,2,2,2,3,2,2,2,2,3,2,2,3,2,3,1
1190,1,2,2,2,2,3,2,3,3,2,1,3,2,3,2,1,2,3,1,2,2,2,3,2,1,1,2,2,3,3,1,1
1191,2,2,1,2,1,1,2,3,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,3,3,1,3,2,3,3,1
1192,2,2,2,2,1,3,2,3,2,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,3,3,3,3,1
1194,2,2,1,2,1,2,3,3,3,2,1,2,1,1,2,1,2,2,1,2,2,2,3,2,2,2,2,3,3,3,3,1
1197,2,2,1,2,1,3,2,2,3,2,1,2,1,2,1,3,2,2,2,2,2,3,3,2,1,1,2,2,3,3,2,1
1198,1,2,2,3,2,3,3,3,3,2,2,1,1,2,2,1,2,3,1,2,2,1,2,2,1,2,3,3,3,2,2,1
1199,1,2,2,3,2,3,2,3,2,2,2,2,2,2,2,1,2,3,1,2,2,1,3,3,1,1,3,3,3,3,1,1
1200,2,1,2,1,1,3,2,2,2,1,2,2,1,2,2,2,3,2,2,1,2,3,2,1,1,1,3,3,2,2,3,1
1201,2,1,1,2,2,3,2,1,3,3,1,1,3,1,2,3,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2
1203,2,1,2,1,1,2,2,2,3,1,2,1,3,2,2,2,2,3,1,1,2,2,2,3,1,2,3,3,3,3,3,2
1205,1,1,2,2,2,2,2,3,2,1,1,1,1,1,1,2,3,2,1,1,2,3,3,2,1,2,3,3,2,3,2,1
1207,2,3,2,2,1,2,1,3,3,1,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2
1208,2,1,2,2,1,2,2,3,2,2,1,1,1,3,2,3,2,2,2,1,2,2,3,2,1,1,3,3,1,2,1,2
1209,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,3,1,2,2,3,3,2,3,2,1
1211,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,1,2,2,3,2,1,1,3,3,3,3,2,1
1212,1,1,1,3,2,2,2,2,3,2,2,1,1,3,2,2,2,2,1,2,1,1,2,3,1,1,2,2,2,2,3,3
1213,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,1,1,1,3,3,2,3,3,3,3,3,3,2
1214,1,1,1,3,1,2,1,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,3,2,1,2,2,3,3,3,3,1
1215,3,1,2,2,1,3,2,2,1,2,2,3,2,2,2,1,2,2,1,1,2,3,3,1,3,3,2,2,2,3,2,2
1216,1,2,2,2,2,2,1,3,1,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,2,3,1
1218,2,1,1,2,2,2,2,3,3,3,1,2,2,2,2,2,2,1,1,2,2,1,3,2,2,2,3,3,3,2,3,1
1219,3,3,2,2,1,3,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,3,1,3,3,3,2,2
1220,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,1,3,2,1,2,2,3,3,3,1,1
1221,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,1,3,2,2,3,3,3,3,2,3,1
1222,1,1,1,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,3,2,2,2,1,1,1,3,3,1
1223,2,2,2,3,2,2,1,3,1,2,1,2,2,2,2,2,1,1,2,2,2,2,3,2,1,2,2,3,2,3,3,2
1224,1,2,1,3,3,2,1,3,2,2,1,2,2,2,2,2,1,2,1,2,1,1,3,2,2,2,2,3,3,2,3,1
1225,2,1,1,3,1,2,2,3,2,3,1,2,2,2,2,2,2,1,2,2,2,1,3,3,2,1,3,3,2,3,2,2
1226,2,2,1,3,2,1,1,3,2,2,1,2,2,2,2,1,2,1,2,2,2,1,3,3,2,2,3,3,2,3,3,1
1228,1,1,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,3,3,3,2,2
1229,2,1,2,3,1,2,2,3,2,2,1,2,2,3,1,1,2,2,2,2,2,1,3,2,2,2,3,3,2,2,3,1
1230,1,1,1,3,2,2,1,2,2,3,1,2,2,3,1,2,2,3,1,3,2,1,3,2,2,2,3,3,2,2,2,2
1231,2,2,1,2,1,2,1,2,3,2,2,1,2,2,3,2,2,2,1,1,2,3,3,2,2,2,2,3,3,2,3,2
1232,1,1,1,2,1,2,2,3,2,2,2,1,3,3,1,2,2,3,2,2,1,2,3,2,1,1,3,2,2,3,2,2
1233,2,1,1,2,2,2,2,3,2,3,2,2,2,3,2,2,2,1,2,1,1,2,3,2,2,2,3,3,3,3,3,1
1234,3,1,1,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,3,3,2,2,2,3,3,2,2,2
1235,3,1,2,2,2,3,2,3,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2,2,2,1,3,2,3,3,1,2
1236,1,1,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,3,2,3,3,3,3,3,3,1
1237,3,1,2,2,2,2,1,3,2,2,1,2,1,2,2,1,1,2,1,1,2,2,3,2,3,2,3,3,3,2,3,2
1238,2,1,1,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,1,1,2,2,3,2,1,1,2,3,3,3,2,1
1239,2,1,2,2,1,2,2,2,2,2,3,1,1,2,2,2,2,1,1,2,2,2,3,2,1,2,3,3,2,3,2,2
1240,2,1,1,2,1,2,1,2,3,1,2,2,2,2,2,1,2,2,1,2,2,2,3,2,3,3,2,2,2,3,3,2
1241,1,1,1,1,2,3,1,2,2,2,2,1,2,2,3,3,2,2,1,1,2,2,3,2,3,2,2,2,2,3,3,2
1242,2,1,1,2,1,3,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,3,2,1,2,2,2,3,3,3,2
1243,3,1,2,2,2,1,2,2,3,3,1,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,3,3,3,3,3,2
1245,3,2,2,2,1,2,2,3,2,3,3,1,1,2,1,2,1,2,1,1,2,2,3,2,3,3,3,3,2,3,3,2
1246,2,1,1,2,2,3,2,3,1,3,2,2,2,2,2,3,2,2,1,1,2,2,3,2,1,2,2,3,2,2,2,1
1247,2,1,1,1,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,3,3,2,1
1248,2,1,1,2,1,2,1,3,2,3,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,3,3,3,3,3,3
1250,3,2,1,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,1,1,1,2,3,2,2,1,3,3,3,3,1,1
1251,2,2,2,1,1,1,2,2,3,2,2,1,1,2,2,2,3,2,3,2,1,2,3,1,2,2,2,3,3,3,3,1
1252,1,1,1,2,2,2,2,3,3,2,3,1,1,1,3,2,2,1,1,3,2,2,2,1,3,2,2,3,3,3,3,2
1254,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,1,2,3,3,3,1,1
1255,2,1,1,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,2,3,3,2,2,1,1
1257,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,1,3,3,2,2,3,1
1258,2,1,1,3,2,2,2,3,2,2,2,2,1,3,2,2,2,3,1,2,3,2,3,1,1,2,3,2,3,2,1,1
1259,2,1,1,3,3,2,2,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,3,2,2,1,1
1261,2,1,1,2,2,2,2,3,2,2,1,1,1,2,2,2,2,1,2,2,2,2,3,2,1,1,2,3,2,3,2,3
1262,2,1,1,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,3,2,3,2,3,1,2,2,3,2,3,1
1263,2,1,2,3,2,2,1,1,3,2,2,2,2,3,2,1,2,3,1,1,2,2,2,2,2,2,3,2,3,2,2,1
1264,2,1,1,3,2,2,2,2,3,2,1,2,2,3,2,1,2,3,1,1,2,3,3,2,1,1,3,2,3,2,1,1
1265,2,3,3,2,3,2,2,3,2,2,3,2,1,3,2,2,2,1,2,1,2,2,3,2,1,1,2,3,2,3,1,1
1266,1,1,2,3,2,2,2,2,3,2,2,1,2,3,2,2,2,1,2,2,1,3,3,2,1,1,3,2,3,2,1,1
1267,1,1,2,3,1,2,2,3,3,1,1,1,2,2,2,2,2,1,2,1,3,2,2,2,1,2,2,3,2,3,3,2
1268,2,1,2,2,2,2,2,1,3,1,2,2,1,2,2,2,2,3,1,1,3,2,3,2,2,2,3,2,3,3,2,1
1269,2,1,2,3,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,3,2,3,1,1,2,3,2,2,3,2,1
1270,2,1,1,3,2,2,2,3,2,1,1,2,2,2,3,2,2,2,1,1,3,2,1,2,1,2,3,2,3,2,2,1
1271,2,1,1,2,1,2,1,3,2,1,2,2,2,3,2,2,1,2,1,2,2,2,2,3,1,1,3,2,2,3,2,2
1272,2,1,1,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,3,3,3,1,2,3,2,2,3,2,2
1273,2,1,2,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,1,3,2,2,3,1,1
1275,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,3,2,3,1,1,1,3,3,2,2,3,2
1276,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,3,3,2,2,2,2,3,2
1277,2,2,2,3,1,2,2,2,2,3,1,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,3,3,3,2
1280,1,2,2,2,1,2,2,2,2,3,2,1,1,2,2,2,3,1,2,1,2,3,3,2,1,1,2,3,3,3,1,2
1281,1,1,1,3,1,2,2,1,2,3,2,1,1,2,2,3,2,1,1,2,2,2,3,2,2,2,2,3,2,3,3,3
1282,2,1,1,2,2,2,2,1,3,2,2,1,2,2,2,1,3,2,1,1,2,2,2,2,2,2,3,3,3,3,3,1
1283,3,2,1,3,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,1,2,3,2,2,2,3,3,1
1285,2,2,1,3,1,2,2,1,3,3,1,1,2,3,2,2,2,1,1,1,2,2,3,2,2,2,2,2,2,2,3,1
1286,2,1,2,2,1,2,3,3,3,2,1,3,2,2,2,1,2,2,1,2,2,2,3,2,3,3,3,3,2,3,3,1
1287,2,1,2,3,2,1,2,3,2,2,1,1,1,1,2,2,2,2,1,2,2,2,3,1,2,2,2,3,3,2,3,1
1288,2,2,2,2,2,3,2,2,2,3,2,1,1,2,2,3,2,2,1,2,2,3,3,2,2,1,2,2,2,2,2,1
1289,1,1,2,1,1,2,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,3,2,3,3,1
1290,2,1,2,2,2,3,2,3,3,3,2,2,2,1,2,1,2,2,1,2,2,2,3,2,1,1,2,2,2,3,1,1
1291,1,1,2,3,1,2,3,1,3,2,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,1,3,2,3,1
1293,1,2,2,3,1,3,2,3,1,2,1,2,2,2,2,1,2,1,2,2,2,3,3,2,2,2,2,3,2,2,2,1
1294,2,2,2,3,2,1,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,3,1,1,2,3,2,3,2,2,2,2
1295,2,1,1,2,2,2,2,2,2,3,2,2,1,1,2,2,2,1,1,1,2,2,3,1,2,2,2,2,2,3,3,2
1297,2,2,2,2,2,2,2,2,3,3,1,1,3,2,2,1,2,2,1,2,2,2,3,2,1,1,2,2,3,2,1,2
1298,2,1,2,2,2,3,2,3,3,2,1,3,2,1,2,1,2,1,1,2,2,1,3,2,1,1,2,3,2,3,1,1
1300,1,2,2,1,2,3,2,3,3,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,3,3,3,3,3,3,1
1301,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,2,3,2,1,2,2,2,3,2,1,1,3,3,3,2,1,1
1302,1,2,2,3,2,1,2,2,2,1,1,3,1,1,1,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3
1303,3,2,2,2,2,3,2,3,3,3,1,2,1,2,2,3,2,1,1,2,2,2,3,2,1,1,2,2,3,3,1,2
1304,2,2,2,3,2,1,1,2,3,1,2,1,1,1,2,3,1,1,1,2,2,3,3,2,2,2,3,3,3,3,2,1
1305,3,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,2,1,2,1,2,3,1,3,3,2,2,3,2,3,1
1306,2,1,2,2,2,3,2,2,3,2,2,1,1,3,2,2,3,2,1,2,1,2,2,1,1,2,2,2,3,3,3,1
1307,2,2,2,2,2,2,3,2,3,3,1,1,1,2,2,3,2,2,1,2,1,2,3,2,3,3,2,2,3,2,3,1
1308,1,1,1,3,2,2,2,2,3,2,1,2,2,3,2,3,3,1,2,2,3,1,3,2,2,1,2,3,2,2,2,2
1309,1,2,2,3,2,3,1,3,1,1,2,2,2,1,2,2,2,2,3,2,2,2,3,3,1,1,3,3,1,2,2,2
1311,3,1,2,3,2,3,1,2,2,3,2,1,1,2,2,3,2,1,1,2,2,2,3,1,1,1,3,3,2,2,1,1
1312,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,3,1,1,2,2,1,3,2,3,3,2,3,3,2,3,1
1314,2,1,1,3,2,2,2,1,3,3,2,1,1,3,2,2,3,2,1,2,2,3,3,2,2,2,2,2,3,3,2,1
1315,3,2,2,2,1,2,2,2,3,2,2,2,1,1,2,2,1,1,3,2,2,1,3,2,2,3,2,3,3,3,3,3
1317,1,1,1,2,2,2,1,3,3,3,3,1,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,1
1318,3,1,1,3,2,3,1,3,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,3,3,2,1,2
1319,1,2,2,2,2,2,3,3,3,1,3,2,2,3,2,3,3,1,1,2,3,3,2,2,1,2,2,2,2,2,1,1
